No.	NAME	nCIC	nCIR	TRS	Rperim	Rbrid	MCD	RFD	RCI	NRS	NNRS	nSpiro	nBridgeHead	nR03	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	nBnz	ARR	AP	D/Dtr03	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr07	D/Dtr08	D/Dtr09	D/Dtr10	D/Dtr11	D/Dtr12
1451	Molecule1451	7	13	39	31	4	0.935483870967742	0.275862068965517	1.3448275862069	1	0.142857142857143	1	0	0	0	3	4	0	1	3	0	0	1	0	0	0	0	0	116.37724701414	213.220212452703	0	64.4850218095271	220.874488025249	0	0	101.028970228856
1452	Molecule1452	7	13	39	31	4	0.828571428571429	0.275862068965517	1.3448275862069	1	0.142857142857143	1	0	0	0	3	4	0	1	3	0	0	1	0	0	0	0	0	136.628348885601	247.73183072947	0	75.8399016969181	258.195879359195	0	0	118.382697283572
1453	Molecule1453	7	13	39	31	4	0.878787878787879	0.275862068965517	1.3448275862069	1	0.142857142857143	1	0	0	0	3	4	0	1	3	0	0	1	0	0	0	0	0	125.32371586812	231.197683889636	0	69.1237400807565	240.207100807764	0	0	108.221081121956
1454	Molecule1454	7	13	39	31	4	0.878787878787879	0.275862068965517	1.3448275862069	1	0.142857142857143	1	0	0	0	3	4	0	1	3	0	0	1	0	0	0	0	0	127.681880031621	229.754359292537	0	71.2011834256887	238.86326657668	0	0	111.190586390472
1455	Molecule1455	8	15	44	34	5	0.914285714285714	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	1	0	0	0	0	0	171.859171451408	231.684762394207	0	70.1360170538694	334.980148503102	0	0	110.385663774426
1456	Molecule1456	8	15	44	34	5	0.914285714285714	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	1	0	0	0	0	0	171.859171451408	231.684762394207	0	70.1360170538694	334.980148503102	0	0	110.385663774426
1457	Molecule1457	16	49	88	64	12	0.601941747572815	0.387096774193548	1.41935483870968	2	0.125	1	0	0	0	8	8	0	3	9	0	0	7	5	0.296610169491525	0.339805825242718	0	0	1057.2765914769	1373.24755308852	0	628.055708478716	2176.56363156246	0	0	2199.51478304208
1458	Molecule1458	17	50	94	70	12	0.576271186440678	0.352941176470588	1.38235294117647	3	0.176470588235294	1	0	0	0	8	9	0	3	9	0	0	7	6	0.305970149253731	0.347457627118644	0	0	1316.39279715797	2040.96232625671	0	790.350503181601	2680.70272448679	0	0	2727.20178743045
1459	Molecule1459	11	35	62	46	8	0.814814814814815	0.363636363636364	1.40909090909091	1	0.0909090909090909	1	0	0	0	4	7	0	0	6	2	0	2	2	0.34375	0.407407407407407	0	0	228.574910970945	504.025849338003	0	0	600.334089587241	238.143059653079	0	273.509742063438
1460	Molecule1460	9	21	50	38	6	0.947368421052632	0.333333333333333	1.38888888888889	1	0.111111111111111	1	0	0	0	4	5	0	0	6	0	0	2	0	0	0	0	0	180.161856433639	273.945396488901	0	0	468.508017494177	0	0	214.330114575038
1461	Molecule1461	9	21	50	38	6	0.947368421052632	0.333333333333333	1.38888888888889	1	0.111111111111111	1	0	0	0	4	5	0	0	6	0	0	2	0	0	0	0	0	180.161856433639	273.945396488901	0	0	468.508017494177	0	0	214.330114575038
1462	Molecule1462	9	21	52	40	6	0.904761904761905	0.315789473684211	1.36842105263158	1	0.111111111111111	1	0	0	0	2	7	0	0	4	2	0	0	0	0	0	0	0	84.9105908677752	418.837874365164	0	0	326.523717829477	196.122070481217	0	0
1463	Molecule1463	12	27	69	53	8	0.962264150943396	0.313725490196078	1.35294117647059	2	0.166666666666667	1	0	0	0	3	9	0	0	6	2	0	0	1	0.09375	0.113207547169811	0	0	164.215561836342	703.644177876794	0	0	639.779426934521	247.25760463336	0	0
1464	Molecule1464	11	26	63	47	8	0.882352941176471	0.355555555555556	1.4	1	0.0909090909090909	1	0	0	0	3	8	0	0	6	2	0	0	0	0	0	0	0	155.273188056187	567.383687858765	0	0	607.855384606984	235.42659456651	0	0
1465	Molecule1465	11	17	64	56	4	0.830769230769231	0.148148148148148	1.18518518518519	5	0.454545454545455	1	0	0	0	2	9	0	0	4	0	0	0	4	0.32	0.369230769230769	0	0	268.329828364738	1788.68471237967	0	0	978.0205109805	0	0	0
1466	Molecule1466	11	17	64	56	4	0.830769230769231	0.148148148148148	1.18518518518519	5	0.454545454545455	1	0	0	0	2	9	0	0	4	0	0	0	4	0.32	0.369230769230769	0	0	268.329828364738	1788.68471237967	0	0	978.0205109805	0	0	0
1467	Molecule1467	8	15	44	34	5	0.96969696969697	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	0	0	0	0	0	0	165.328021023263	203.00347499377	0	74.0668985297468	294.7566259095	0	0	0
1468	Molecule1468	8	15	44	34	5	0.864864864864865	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	0	0	0	0	0	0	190.406928532349	237.022228414262	0	84.6504055456068	343.483872286311	0	0	0
1469	Molecule1469	8	15	44	34	5	0.96969696969697	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	0	0	0	0	0	0	165.328021023263	203.00347499377	0	74.0668985297468	294.7566259095	0	0	0
1470	Molecule1470	8	15	44	34	5	0.864864864864865	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	0	0	0	0	0	0	190.406928532349	237.022228414262	0	84.6504055456068	343.483872286311	0	0	0
1471	Molecule1471	10	23	56	42	7	0.975609756097561	0.35	1.4	1	0.1	1	0	0	0	4	6	0	1	4	2	0	0	0	0	0	0	0	179.271982387395	326.316072990128	0	82.5838568354217	303.133691607321	185.754142695974	0	0
1472	Molecule1472	8	15	44	34	5	0.864864864864865	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	0	0	0	0	0	0	190.406928532349	237.022228414262	0	84.6504055456068	343.483872286311	0	0	0
1473	Molecule1473	8	15	44	34	5	0.864864864864865	0.3125	1.375	1	0.125	1	0	0	0	4	4	0	1	4	0	0	0	0	0	0	0	0	190.406928532349	237.022228414262	0	84.6504055456068	343.483872286311	0	0	0
1474	Molecule1474	12	136	68	44	12	0.318181818181818	0.489795918367347	1.38775510204082	5	0.416666666666667	1	0	0	0	4	8	0	0	8	4	4	4	4	0.175757575757576	0.188311688311688	0	0	1029.08090528489	2935.34611489835	0	0	3777.85388926917	2123.62994693011	2364.17224411108	2523.73854586752
1475	Molecule1475	9	18	50	38	6	0.857142857142857	0.333333333333333	1.38888888888889	1	0.111111111111111	1	0	0	0	4	5	0	1	5	0	0	1	0	0.1	0.119047619047619	0	0	201.835489122759	331.839603806328	0	85.5130007520336	480.666687581649	0	0	133.480096531846
